,Unnamed:_0,Employee_ID,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
889,889,EMP0890,Male,Service,Yes,3,10,4.0,0.59
890,890,EMP0891,Female,Product,No,2,9,5.6,0.6
891,891,EMP0892,Female,Service,Yes,1,10,6.4,0.56
892,892,EMP0893,Female,Service,Yes,1,9,9.7,0.71
893,893,EMP0894,Male,Product,Yes,3,4,0.7,0.2
894,894,EMP0895,Female,Service,Yes,5,9,4.2,0.63
895,895,EMP0896,Male,Service,Yes,0,3,2.5,0.2
896,896,EMP0897,Male,Service,No,2,5,4.8,0.52
897,897,EMP0898,Female,Service,Yes,3,10,9.2,0.82
898,898,EMP0899,Male,Product,No,3,9,7.2,0.78
899,899,EMP0900,Male,Service,Yes,1,6,6.6,0.48
900,900,EMP0901,Male,Product,No,2,3,4.4,0.42
901,901,EMP0902,Male,Product,Yes,0,10,6.7,0.52
902,902,EMP0903,Male,Service,Yes,1,9,0.3,0.32
903,903,EMP0904,Female,Product,Yes,3,6,5.9,0.51
904,904,EMP0905,Male,Service,Yes,1,4,5.5,0.39
905,905,EMP0906,Female,Service,No,1,4,3.5,0.44
906,906,EMP0907,Female,Service,Yes,4,8,2.0,0.45
907,907,EMP0908,Male,Service,No,1,7,8.1,0.73
908,908,EMP0909,Male,Product,Yes,5,1,0.5,0.19
909,909,EMP0910,Male,Product,Yes,1,6,0.7,0.16
910,910,EMP0911,Female,Product,Yes,5,8,4.4,0.54
911,911,EMP0912,Male,Product,No,2,3,2.5,0.34
912,912,EMP0913,Female,Product,No,1,9,7.5,0.7
913,913,EMP0914,Male,Product,Yes,0,10,6.3,0.48
914,914,EMP0915,Female,Service,Yes,5,2,7.7,0.57
915,915,EMP0916,Male,Service,Yes,5,6,3.2,0.49
916,916,EMP0917,Male,Product,No,3,1,7.4,0.49
917,917,EMP0918,Female,Service,No,2,2,8.6,0.64
918,918,EMP0919,Female,Product,Yes,1,5,3.5,0.27
919,919,EMP0920,Male,Product,Yes,0,1,3.4,0.12
920,920,EMP0921,Female,Service,Yes,3,8,9.0,0.71
921,921,EMP0922,Male,Service,No,2,1,0.5,0.25
922,922,EMP0923,Female,Service,Yes,5,9,3.5,0.62
923,923,EMP0924,Female,Product,No,0,10,1.2,0.41
924,924,EMP0925,Male,Service,Yes,1,3,0.3,0.12
925,925,EMP0926,Male,Service,No,4,2,1.1,0.34
926,926,EMP0927,Male,Service,No,4,1,4.3,0.46
927,927,EMP0928,Male,Service,No,2,9,6.9,0.75
928,928,EMP0929,Female,Service,No,0,4,2.9,0.34
929,929,EMP0930,Male,Service,No,3,1,8.5,0.61
930,930,EMP0931,Male,Service,Yes,0,1,4.4,0.21
931,931,EMP0932,Female,Service,Yes,5,7,9.7,0.81
932,932,EMP0933,Female,Service,Yes,4,2,9.5,0.63
933,933,EMP0934,Male,Product,No,2,7,7.7,0.66
934,934,EMP0935,Male,Service,Yes,1,7,9.3,0.64
935,935,EMP0936,Male,Product,No,0,10,7.1,0.66
936,936,EMP0937,Male,Product,No,4,9,9.0,0.85
937,937,EMP0938,Female,Service,Yes,3,7,2.4,0.41
938,938,EMP0939,Male,Service,Yes,2,1,3.5,0.24
939,939,EMP0940,Female,Service,Yes,1,8,7.5,0.6
940,940,EMP0941,Male,Product,Yes,0,8,4.2,0.35
941,941,EMP0942,Female,Service,Yes,3,4,8.4,0.61
942,942,EMP0943,Female,Product,Yes,1,8,8.8,0.56
943,943,EMP0944,Female,Service,No,5,4,3.0,0.57
944,944,EMP0945,Male,Service,No,4,8,8.2,0.85
945,945,EMP0946,Male,Service,Yes,5,5,1.5,0.39
946,946,EMP0947,Male,Service,Yes,4,4,3.3,0.4
947,947,EMP0948,Female,Service,Yes,3,6,5.2,0.52
948,948,EMP0949,Female,Service,No,5,2,2.3,0.44
949,949,EMP0950,Female,Product,No,4,2,5.8,0.5
950,950,EMP0951,Female,Service,Yes,2,2,5.8,0.38
951,951,EMP0952,Female,Service,Yes,3,9,2.1,0.44
952,952,EMP0953,Male,Service,No,4,10,8.0,0.91
953,953,EMP0954,Female,Product,No,0,3,6.3,0.4
954,954,EMP0955,Male,Service,Yes,4,10,3.2,0.56
955,955,EMP0956,Male,Product,No,5,4,2.3,0.43
956,956,EMP0957,Male,Service,Yes,2,10,8.8,0.76
957,957,EMP0958,Male,Service,Yes,1,8,8.4,0.64
958,958,EMP0959,Male,Service,No,1,4,2.3,0.36
959,959,EMP0960,Female,Service,No,4,10,0.4,0.58
960,960,EMP0961,Male,Product,Yes,1,10,8.0,0.6
961,961,EMP0962,Female,Product,No,4,7,6.2,0.67
962,962,EMP0963,Male,Service,Yes,2,5,1.0,0.26
963,963,EMP0964,Male,Service,No,1,9,5.9,0.68
964,964,EMP0965,Male,Product,Yes,5,4,4.5,0.44
965,965,EMP0966,Male,Service,No,5,3,7.7,0.69
966,966,EMP0967,Female,Service,No,0,2,2.1,0.27
967,967,EMP0968,Male,Service,Yes,4,1,4.5,0.33
968,968,EMP0969,Female,Service,No,1,6,1.6,0.41
969,969,EMP0970,Male,Product,No,5,10,9.6,0.95
970,970,EMP0971,Female,Product,No,2,2,7.8,0.54
971,971,EMP0972,Female,Service,Yes,2,8,7.4,0.62
972,972,EMP0973,Female,Service,No,0,6,6.9,0.61
973,973,EMP0974,Male,Service,No,2,5,4.2,0.5
974,974,EMP0975,Male,Service,Yes,2,2,9.2,0.52
975,975,EMP0976,Male,Service,No,1,7,0.7,0.36
976,976,EMP0977,Female,Service,Yes,4,2,8.0,0.56
977,977,EMP0978,Male,Service,Yes,3,5,2.2,0.38
978,978,EMP0979,Male,Service,Yes,2,2,3.2,0.25
979,979,EMP0980,Female,Product,Yes,2,10,5.2,0.54
980,980,EMP0981,Male,Product,No,3,2,7.8,0.57
981,981,EMP0982,Female,Service,Yes,2,7,8.4,0.61
982,982,EMP0983,Male,Product,No,1,9,5.8,0.6
983,983,EMP0984,Male,Service,Yes,1,5,4.0,0.34
984,984,EMP0985,Female,Service,Yes,3,7,9.5,0.77
985,985,EMP0986,Male,Service,Yes,5,4,2.5,0.42
986,986,EMP0987,Female,Product,Yes,2,2,8.0,0.4
987,987,EMP0988,Male,Product,No,5,3,6.1,0.6
988,988,EMP0989,Male,Product,No,2,2,3.8,0.35
989,989,EMP0990,Female,Product,No,4,5,0.0,0.36
990,990,EMP0991,Female,Product,Yes,2,6,4.5,0.36
991,991,EMP0992,Female,Service,Yes,1,7,2.8,0.39
992,992,EMP0993,Male,Service,Yes,0,3,1.0,0.11
993,993,EMP0994,Female,Service,Yes,0,4,0.8,0.13
994,994,EMP0995,Male,Service,Yes,0,8,3.5,0.4
995,995,EMP0996,Male,Product,No,0,4,6.1,0.44
996,996,EMP0997,Female,Service,Yes,5,7,8.4,0.75
997,997,EMP0998,Male,Service,No,5,6,1.8,0.57
998,998,EMP0999,Female,Product,Yes,2,7,4.2,0.38
999,999,EMP1000,Male,Service,Yes,5,1,3.9,0.41
1000,1000,EMP1001,Male,Product,No,2,3,5.1,0.43
1001,1001,EMP1002,Male,Service,Yes,4,6,8.1,0.67
1002,1002,EMP1003,Female,Service,No,2,3,5.5,0.55
1003,1003,EMP1004,Female,Product,No,0,7,8.5,0.62
1004,1004,EMP1005,Female,Service,Yes,3,9,5.2,0.62
1005,1005,EMP1006,Female,Service,No,3,3,6.0,0.57
1006,1006,EMP1007,Female,Service,Yes,1,1,4.4,0.23
1007,1007,EMP1008,Female,Service,Yes,1,10,8.2,0.68
1008,1008,EMP1009,Male,Service,No,2,6,9.2,0.78
1009,1009,EMP1010,Male,Product,Yes,3,1,6.4,0.36
1010,1010,EMP1011,Male,Product,No,0,1,8.2,0.44
1011,1011,EMP1012,Female,Product,No,5,8,0.6,0.48
1012,1012,EMP1013,Female,Service,No,0,9,9.1,0.79
1013,1013,EMP1014,Male,Service,Yes,0,2,1.9,0.13
1014,1014,EMP1015,Female,Service,Yes,2,9,2.6,0.43
1015,1015,EMP1016,Female,Service,No,2,5,0.5,0.37
1016,1016,EMP1017,Male,Product,Yes,4,8,9.7,0.76
1017,1017,EMP1018,Female,Product,Yes,0,7,8.5,0.51
1018,1018,EMP1019,Female,Product,Yes,0,7,9.1,0.55
1019,1019,EMP1020,Male,Product,Yes,2,4,8.5,0.5
1020,1020,EMP1021,Female,Product,Yes,2,2,4.8,0.28
1021,1021,EMP1022,Male,Service,No,4,5,9.2,0.8
1022,1022,EMP1023,Female,Product,No,4,3,9.7,0.72
1023,1023,EMP1024,Female,Product,Yes,1,9,5.0,0.47
1024,1024,EMP1025,Female,Product,Yes,3,6,1.8,0.31
1025,1025,EMP1026,Male,Product,Yes,0,1,6.6,0.24
1026,1026,EMP1027,Female,Service,No,0,3,9.8,0.64
1027,1027,EMP1028,Female,Service,Yes,4,4,8.7,0.64
1028,1028,EMP1029,Male,Service,No,4,9,8.6,0.89
1029,1029,EMP1030,Female,Product,Yes,1,6,9.3,0.54
1030,1030,EMP1031,Male,Product,No,3,4,8.9,0.66
1031,1031,EMP1032,Female,Service,Yes,1,1,7.8,0.36
1032,1032,EMP1033,Male,Product,No,3,8,7.2,0.74
1033,1033,EMP1034,Male,Product,Yes,5,2,2.6,0.34
1034,1034,EMP1035,Male,Product,No,0,8,6.2,0.59
1035,1035,EMP1036,Female,Product,Yes,1,6,5.2,0.38
1036,1036,EMP1037,Male,Product,No,4,8,8.6,0.81
1037,1037,EMP1038,Female,Product,No,1,6,4.9,0.47
1038,1038,EMP1039,Male,Service,Yes,5,5,1.3,0.39
1039,1039,EMP1040,Male,Product,No,1,5,0.0,0.26
1040,1040,EMP1041,Male,Product,Yes,0,10,6.8,0.52
1041,1041,EMP1042,Female,Service,Yes,5,10,5.5,0.77
1042,1042,EMP1043,Male,Product,Yes,4,8,3.3,0.44
1043,1043,EMP1044,Female,Product,Yes,4,7,1.7,0.37
1044,1044,EMP1045,Female,Service,No,2,8,4.7,0.64
1045,1045,EMP1046,Female,Product,No,5,8,1.0,0.52
1046,1046,EMP1047,Male,Product,Yes,2,7,3.4,0.35
1047,1047,EMP1048,Male,Service,Yes,2,2,3.8,0.29
1048,1048,EMP1049,Female,Product,No,0,9,4.7,0.52
1049,1049,EMP1050,Male,Service,No,1,7,4.7,0.59
1050,1050,EMP1051,Female,Service,Yes,4,6,2.6,0.46
1051,1051,EMP1052,Male,Product,No,4,9,8.5,0.83
1052,1052,EMP1053,Female,Service,Yes,1,1,3.6,0.18
1053,1053,EMP1054,Female,Service,Yes,4,2,2.3,0.3
1054,1054,EMP1055,Female,Product,No,1,1,1.8,0.2
1055,1055,EMP1056,Male,Service,Yes,5,10,3.2,0.62
1056,1056,EMP1057,Female,Product,Yes,0,3,0.7,0.06
1057,1057,EMP1058,Male,Service,Yes,0,5,0.3,0.18
1058,1058,EMP1059,Male,Product,No,0,1,6.1,0.36
1059,1059,EMP1060,Female,Service,No,1,4,6.2,0.55
1060,1060,EMP1061,Female,Product,Yes,1,8,5.3,0.45
1061,1061,EMP1062,Female,Service,Yes,3,6,7.6,0.62
1062,1062,EMP1063,Female,Product,Yes,4,1,0.4,0.1
1063,1063,EMP1064,Male,Product,Yes,4,1,9.4,0.54
1064,1064,EMP1065,Male,Service,Yes,3,3,1.0,0.24
1065,1065,EMP1066,Female,Service,No,3,10,6.7,0.8
1066,1066,EMP1067,Male,Service,Yes,0,8,1.3,0.27
1067,1067,EMP1068,Male,Service,Yes,3,8,8.8,0.71
1068,1068,EMP1069,Male,Service,Yes,1,3,5.1,0.31
1069,1069,EMP1070,Male,Service,Yes,2,7,0.8,0.32
1070,1070,EMP1071,Male,Product,No,1,3,6.2,0.44
1071,1071,EMP1072,Male,Service,Yes,3,4,0.1,0.24
1072,1072,EMP1073,Male,Service,Yes,4,9,7.8,0.77
1073,1073,EMP1074,Male,Service,Yes,1,4,6.5,0.45
1074,1074,EMP1075,Female,Service,Yes,4,3,2.1,0.33
1075,1075,EMP1076,Male,Product,Yes,1,5,3.7,0.28
1076,1076,EMP1077,Male,Product,Yes,4,7,0.1,0.29
1077,1077,EMP1078,Female,Service,Yes,5,5,6.9,0.62
1078,1078,EMP1079,Male,Service,Yes,1,4,3.2,0.3
1079,1079,EMP1080,Female,Service,Yes,4,8,5.7,0.61
1080,1080,EMP1081,Female,Service,Yes,2,4,9.6,0.6
1081,1081,EMP1082,Male,Service,No,0,2,3.0,0.29
1082,1082,EMP1083,Male,Product,Yes,1,10,9.9,0.72
1083,1083,EMP1084,Female,Service,Yes,2,6,6.3,0.53
1084,1084,EMP1085,Female,Product,Yes,0,2,2.4,0.13
1085,1085,EMP1086,Male,Product,Yes,1,3,4.4,0.23
1086,1086,EMP1087,Female,Service,No,2,1,7.4,0.52
1087,1087,EMP1088,Male,Service,Yes,2,5,4.5,0.41
1088,1088,EMP1089,Female,Product,No,5,9,0.7,0.53
1089,1089,EMP1090,Male,Product,Yes,2,2,1.7,0.15
1090,1090,EMP1091,Female,Service,Yes,5,7,7.9,0.73
1091,1091,EMP1092,Female,Product,No,3,5,6.5,0.59
1092,1092,EMP1093,Female,Service,Yes,4,2,5.7,0.46
1093,1093,EMP1094,Male,Service,Yes,0,8,1.7,0.27
1094,1094,EMP1095,Male,Service,Yes,4,6,8.4,0.69
1095,1095,EMP1096,Male,Service,No,4,4,9.6,0.79
1096,1096,EMP1097,Male,Product,Yes,5,4,0.4,0.27
1097,1097,EMP1098,Male,Service,No,4,2,0.8,0.37
1098,1098,EMP1099,Female,Product,Yes,2,3,8.8,0.43
1099,1099,EMP1100,Male,Service,No,5,7,8.2,0.86
1100,1100,EMP1101,Male,Product,Yes,4,3,6.2,0.44
1101,1101,EMP1102,Female,Service,No,5,5,9.4,0.81
1102,1102,EMP1103,Female,Product,Yes,3,10,6.5,0.63
1103,1103,EMP1104,Female,Product,No,5,6,2.2,0.5
1104,1104,EMP1105,Female,Product,Yes,1,6,7.3,0.44
1105,1105,EMP1106,Male,Product,Yes,2,4,6.5,0.39
1106,1106,EMP1107,Male,Service,Yes,0,6,9.9,0.58
1107,1107,EMP1108,Female,Product,Yes,1,3,2.1,0.14
1108,1108,EMP1109,Female,Service,Yes,1,7,6.0,0.5
1109,1109,EMP1110,Male,Service,No,1,7,7.8,0.72
1110,1110,EMP1111,Female,Service,No,4,4,3.4,0.53
1111,1111,EMP1112,Male,Product,Yes,5,2,3.8,0.36
1112,1112,EMP1113,Male,Product,No,5,7,8.9,0.81
1113,1113,EMP1114,Male,Service,Yes,4,3,4.0,0.4
1114,1114,EMP1115,Female,Product,Yes,2,1,6.2,0.34
1115,1115,EMP1116,Female,Product,No,4,2,8.9,0.61
1116,1116,EMP1117,Male,Service,No,4,10,2.1,0.63
1117,1117,EMP1118,Female,Service,No,4,9,9.8,0.98
1118,1118,EMP1119,Male,Service,Yes,2,8,7.0,0.61
1119,1119,EMP1120,Male,Product,No,2,6,5.0,0.51
1120,1120,EMP1121,Female,Service,Yes,3,6,4.3,0.45
1121,1121,EMP1122,Female,Product,Yes,3,1,9.5,0.48
1122,1122,EMP1123,Female,Product,Yes,3,2,2.1,0.19
1123,1123,EMP1124,Female,Service,No,3,4,3.1,0.48
1124,1124,EMP1125,Female,Product,No,5,3,3.1,0.44
1125,1125,EMP1126,Female,Product,No,1,1,2.9,0.24
1126,1126,EMP1127,Male,Product,Yes,1,8,4.7,0.4
1127,1127,EMP1128,Male,Service,Yes,3,7,9.9,0.75
1128,1128,EMP1129,Male,Service,Yes,3,4,8.9,0.59
1129,1129,EMP1130,Male,Service,Yes,0,9,3.3,0.41
1130,1130,EMP1131,Female,Service,Yes,1,4,4.2,0.38
1131,1131,EMP1132,Male,Product,No,0,1,6.7,0.35
1132,1132,EMP1133,Male,Service,Yes,0,10,0.2,0.29
1133,1133,EMP1134,Male,Product,Yes,4,1,8.2,0.46
1134,1134,EMP1135,Female,Product,Yes,5,1,8.8,0.47
1135,1135,EMP1136,Male,Service,Yes,2,1,8.6,0.44
1136,1136,EMP1137,Female,Service,Yes,1,4,3.8,0.32
1137,1137,EMP1138,Male,Product,No,3,1,4.6,0.39
1138,1138,EMP1139,Male,Product,No,3,2,0.1,0.25
1139,1139,EMP1140,Female,Product,No,2,4,4.0,0.42
1140,1140,EMP1141,Female,Product,Yes,1,7,4.6,0.37
1141,1141,EMP1142,Male,Service,Yes,3,2,9.1,0.54
1142,1142,EMP1143,Female,Service,Yes,3,8,8.9,0.72
1143,1143,EMP1144,Female,Service,No,4,7,9.7,0.87
1144,1144,EMP1145,Male,Service,No,0,9,8.9,0.77
1145,1145,EMP1146,Female,Product,Yes,3,6,0.1,0.21
1146,1146,EMP1147,Female,Service,Yes,5,4,6.4,0.55
1147,1147,EMP1148,Female,Product,Yes,1,6,0.7,0.17
1148,1148,EMP1149,Female,Service,No,5,4,2.7,0.54
1149,1149,EMP1150,Female,Service,No,2,7,5.8,0.65
1150,1150,EMP1151,Female,Service,Yes,4,9,7.0,0.73
1151,1151,EMP1152,Female,Product,Yes,1,3,6.5,0.32
1152,1152,EMP1153,Female,Service,Yes,4,3,0.5,0.25
1153,1153,EMP1154,Female,Product,Yes,0,2,1.0,0.06
1154,1154,EMP1155,Female,Product,Yes,3,1,1.3,0.15
1155,1155,EMP1156,Female,Product,Yes,1,1,0.9,0.01
1156,1156,EMP1157,Male,Product,No,2,3,1.8,0.28
1157,1157,EMP1158,Female,Service,No,0,7,6.9,0.66
1158,1158,EMP1159,Female,Service,Yes,0,9,8.3,0.63
1159,1159,EMP1160,Male,Service,No,4,2,4.1,0.49
1160,1160,EMP1161,Female,Service,Yes,0,7,6.9,0.5
1161,1161,EMP1162,Male,Service,Yes,1,1,2.0,0.15
1162,1162,EMP1163,Male,Product,Yes,4,2,9.7,0.56
1163,1163,EMP1164,Female,Product,Yes,0,6,3.5,0.25
1164,1164,EMP1165,Male,Service,Yes,2,5,8.5,0.58
1165,1165,EMP1166,Female,Product,Yes,5,8,9.5,0.76
1166,1166,EMP1167,Female,Service,Yes,1,2,8.6,0.46
1167,1167,EMP1168,Male,Product,No,2,1,0.7,0.17
1168,1168,EMP1169,Male,Product,Yes,2,7,6.5,0.47
1169,1169,EMP1170,Male,Product,Yes,4,6,1.2,0.34
1170,1170,EMP1171,Female,Product,Yes,3,8,0.1,0.29
1171,1171,EMP1172,Female,Product,No,4,8,0.5,0.5
1172,1172,EMP1173,Female,Service,Yes,1,2,9.2,0.45
1173,1173,EMP1174,Male,Product,No,1,8,9.1,0.7
1174,1174,EMP1175,Female,Service,Yes,4,6,2.3,0.43
1175,1175,EMP1176,Male,Product,Yes,3,9,5.5,0.55
1176,1176,EMP1177,Female,Product,Yes,4,7,9.6,0.68
1177,1177,EMP1178,Male,Product,Yes,1,2,5.0,0.26
1178,1178,EMP1179,Female,Service,Yes,3,8,3.9,0.5
1179,1179,EMP1180,Male,Product,Yes,1,9,4.8,0.47
1180,1180,EMP1181,Female,Service,Yes,3,7,7.9,0.65
1181,1181,EMP1182,Male,Product,Yes,3,4,4.8,0.35
1182,1182,EMP1183,Female,Service,Yes,4,9,7.8,0.74
1183,1183,EMP1184,Female,Product,No,4,4,4.3,0.53
1184,1184,EMP1185,Male,Service,Yes,4,4,2.5,0.36
1185,1185,EMP1186,Female,Service,No,3,9,3.3,0.66
1186,1186,EMP1187,Female,Service,No,3,8,0.8,0.53
1187,1187,EMP1188,Male,Product,Yes,1,4,5.0,0.3
1188,1188,EMP1189,Male,Product,Yes,2,8,1.5,0.31
1189,1189,EMP1190,Female,Product,Yes,4,8,8.1,0.66
1190,1190,EMP1191,Male,Service,No,5,7,4.2,0.7
1191,1191,EMP1192,Female,Service,No,1,10,7.7,0.82
1192,1192,EMP1193,Male,Service,No,1,6,9.5,0.72
1193,1193,EMP1194,Female,Product,No,0,8,8.5,0.67
1194,1194,EMP1195,Male,Product,No,4,7,9.5,0.83
1195,1195,EMP1196,Female,Product,Yes,1,5,5.7,0.33
1196,1196,EMP1197,Female,Service,Yes,0,4,1.7,0.17
1197,1197,EMP1198,Female,Service,No,5,2,9.4,0.75
1198,1198,EMP1199,Female,Service,Yes,5,8,8.7,0.81
1199,1199,EMP1200,Male,Product,Yes,4,9,8.6,0.74
1200,1200,EMP1201,Female,Service,No,3,4,6.9,0.61
1201,1201,EMP1202,Male,Service,Yes,0,4,6.2,0.39
1202,1202,EMP1203,Male,Product,No,3,5,0.1,0.33
1203,1203,EMP1204,Male,Service,No,5,2,7.5,0.69
1204,1204,EMP1205,Male,Service,Yes,5,7,0.9,0.43
1205,1205,EMP1206,Female,Service,No,2,5,2.6,0.47
1206,1206,EMP1207,Female,Service,Yes,2,6,5.5,0.51
1207,1207,EMP1208,Male,Product,Yes,2,4,4.5,0.29
1208,1208,EMP1209,Male,Product,Yes,2,8,0.2,0.25
1209,1209,EMP1210,Female,Service,Yes,1,8,8.2,0.62
1210,1210,EMP1211,Male,Product,Yes,2,5,8.8,0.52
1211,1211,EMP1212,Male,Service,Yes,1,6,6.8,0.49
1212,1212,EMP1213,Male,Service,Yes,1,3,5.4,0.35
1213,1213,EMP1214,Female,Service,Yes,4,1,9.6,0.56
1214,1214,EMP1215,Female,Service,No,1,9,1.2,0.49
1215,1215,EMP1216,Male,Product,No,1,9,7.4,0.68
1216,1216,EMP1217,Male,Product,Yes,2,3,1.3,0.17
1217,1217,EMP1218,Female,Product,Yes,1,4,3.8,0.24
1218,1218,EMP1219,Female,Product,Yes,3,7,5.9,0.5
1219,1219,EMP1220,Male,Product,Yes,2,2,7.4,0.36
1220,1220,EMP1221,Female,Product,No,0,3,0.0,0.13
1221,1221,EMP1222,Male,Service,No,2,6,2.6,0.47
1222,1222,EMP1223,Male,Service,Yes,1,8,5.4,0.51
1223,1223,EMP1224,Female,Product,Yes,3,1,5.3,0.32
1224,1224,EMP1225,Male,Product,Yes,2,4,6.4,0.41
1225,1225,EMP1226,Female,Service,No,3,1,3.0,0.38
1226,1226,EMP1227,Male,Product,Yes,0,2,5.4,0.23
1227,1227,EMP1228,Male,Product,No,5,8,1.9,0.56
1228,1228,EMP1229,Female,Product,No,0,6,1.9,0.32
1229,1229,EMP1230,Male,Service,Yes,5,9,5.8,0.69
1230,1230,EMP1231,Female,Product,Yes,4,2,6.9,0.45
1231,1231,EMP1232,Male,Service,No,5,3,1.2,0.39
1232,1232,EMP1233,Male,Product,Yes,4,9,1.2,0.36
1233,1233,EMP1234,Male,Service,Yes,2,9,5.7,0.6
1234,1234,EMP1235,Female,Product,Yes,4,6,2.7,0.37
1235,1235,EMP1236,Male,Service,No,3,3,3.9,0.5
1236,1236,EMP1237,Female,Service,No,4,5,4.0,0.57
1237,1237,EMP1238,Male,Service,No,3,2,1.8,0.39
1238,1238,EMP1239,Female,Service,No,5,7,0.0,0.51
1239,1239,EMP1240,Male,Service,No,5,10,8.5,0.98
1240,1240,EMP1241,Female,Service,No,5,8,7.2,0.85
1241,1241,EMP1242,Female,Service,Yes,4,6,6.9,0.6
1242,1242,EMP1243,Female,Service,Yes,5,8,5.5,0.62
1243,1243,EMP1244,Female,Product,No,4,2,7.0,0.58
1244,1244,EMP1245,Female,Product,No,4,3,9.4,0.7
1245,1245,EMP1246,Female,Product,No,1,7,6.7,0.59
1246,1246,EMP1247,Male,Service,Yes,1,10,2.7,0.43
1247,1247,EMP1248,Male,Product,No,4,1,5.7,0.5
1248,1248,EMP1249,Female,Product,No,3,7,4.4,0.57
1249,1249,EMP1250,Female,Service,Yes,2,6,5.6,0.5
1250,1250,EMP1251,Female,Service,Yes,0,8,5.2,0.46
1251,1251,EMP1252,Male,Service,Yes,1,7,8.6,0.59
1252,1252,EMP1253,Male,Product,Yes,4,4,6.5,0.5
1253,1253,EMP1254,Male,Service,Yes,0,3,1.9,0.17
1254,1254,EMP1255,Female,Product,Yes,1,3,0.6,0.08
1255,1255,EMP1256,Male,Product,Yes,2,4,4.2,0.31
1256,1256,EMP1257,Male,Product,No,3,9,0.2,0.46
1257,1257,EMP1258,Male,Product,No,4,9,3.2,0.63
1258,1258,EMP1259,Male,Product,No,2,2,3.7,0.31
1259,1259,EMP1260,Female,Service,Yes,1,5,3.8,0.32
1260,1260,EMP1261,Male,Product,Yes,4,1,9.8,0.54
1261,1261,EMP1262,Female,Service,No,0,4,3.0,0.35
1262,1262,EMP1263,Male,Service,Yes,5,2,2.7,0.33
1263,1263,EMP1264,Male,Product,No,3,8,1.3,0.47
1264,1264,EMP1265,Male,Service,No,1,4,5.1,0.47
1265,1265,EMP1266,Male,Product,Yes,3,5,1.5,0.25
1266,1266,EMP1267,Male,Service,No,4,4,6.2,0.67
1267,1267,EMP1268,Male,Product,Yes,5,5,1.6,0.31
1268,1268,EMP1269,Female,Product,Yes,2,5,5.8,0.38
1269,1269,EMP1270,Male,Product,No,3,5,8.3,0.64
1270,1270,EMP1271,Female,Service,Yes,0,3,0.4,0.08
1271,1271,EMP1272,Female,Service,No,1,7,4.2,0.55
1272,1272,EMP1273,Female,Product,Yes,0,3,4.6,0.21
1273,1273,EMP1274,Male,Service,Yes,3,2,7.9,0.53
1274,1274,EMP1275,Male,Service,Yes,5,3,4.7,0.48
1275,1275,EMP1276,Male,Service,No,2,3,5.7,0.52
1276,1276,EMP1277,Male,Service,Yes,2,8,7.9,0.67
1277,1277,EMP1278,Female,Service,Yes,0,4,5.6,0.33
1278,1278,EMP1279,Male,Service,No,4,3,3.6,0.52
1279,1279,EMP1280,Male,Service,Yes,4,10,0.9,0.48
1280,1280,EMP1281,Female,Product,No,5,5,7.3,0.7
1281,1281,EMP1282,Female,Product,Yes,2,4,8.7,0.51
1282,1282,EMP1283,Female,Product,No,0,9,9.7,0.74
1283,1283,EMP1284,Male,Service,No,0,8,9.3,0.76
1284,1284,EMP1285,Male,Service,Yes,0,7,8.0,0.55
1285,1285,EMP1286,Male,Product,Yes,3,8,6.4,0.57
1286,1286,EMP1287,Male,Service,No,5,5,7.8,0.78
1287,1287,EMP1288,Male,Service,Yes,4,4,4.3,0.46
1288,1288,EMP1289,Male,Product,No,4,7,5.9,0.63
1289,1289,EMP1290,Male,Service,Yes,3,1,3.5,0.29
1290,1290,EMP1291,Male,Product,Yes,1,6,3.3,0.26
1291,1291,EMP1292,Male,Product,Yes,3,8,7.6,0.6
1292,1292,EMP1293,Female,Service,No,5,7,4.5,0.72
1293,1293,EMP1294,Female,Service,Yes,0,2,2.1,0.1
1294,1294,EMP1295,Female,Product,No,3,7,2.0,0.47
1295,1295,EMP1296,Male,Service,No,0,6,8.6,0.64
1296,1296,EMP1297,Male,Service,Yes,5,5,6.8,0.6
1297,1297,EMP1298,Male,Product,Yes,5,4,5.5,0.45
1298,1298,EMP1299,Female,Product,No,2,1,4.0,0.3
1299,1299,EMP1300,Female,Service,Yes,0,2,4.3,0.2
1300,1300,EMP1301,Male,Product,No,4,7,0.6,0.48
1301,1301,EMP1302,Female,Service,Yes,3,10,4.5,0.6
1302,1302,EMP1303,Male,Service,Yes,5,3,8.0,0.59
1303,1303,EMP1304,Male,Service,No,0,5,3.9,0.42
1304,1304,EMP1305,Female,Product,Yes,1,8,3.8,0.37
1305,1305,EMP1306,Female,Service,Yes,2,8,0.2,0.31
1306,1306,EMP1307,Female,Product,Yes,1,6,4.6,0.32
1307,1307,EMP1308,Female,Product,Yes,5,5,0.3,0.26
1308,1308,EMP1309,Male,Product,Yes,1,2,5.7,0.29
1309,1309,EMP1310,Female,Product,No,1,9,5.1,0.56
1310,1310,EMP1311,Male,Service,Yes,2,1,8.4,0.42
1311,1311,EMP1312,Female,Service,Yes,2,2,5.8,0.37
1312,1312,EMP1313,Male,Product,No,2,1,3.2,0.26
1313,1313,EMP1314,Female,Service,Yes,2,4,5.2,0.39
